Customer ID,Product ID,Order ID,Order Quantity,Review Rating,Payment Method,Subscription Status,Shipping Type,Discount,Date
7nfd9gea1fwieuwem0vmfuqk5g3dig6a,6da7f5ee8e763f1b94828ba5ff6fc783,bpocb2fv8cfxglsoijgoxuuhgzogxkns,2,2.6,Venmo,Yes,Next Day Air,2.39%,2022-09-21
laufeenqvutcakkvefxs0ngsvujtesy8,286b77b7a4d8b9d65d6d4d68e6a67337,vcyx3o6tkg3m5mtlmj3oovpmzxgj9lmi,2,2.8,Venmo,Yes,2-Day Shipping,0.93%,2022-09-25
tbslvqajarqockfkm6pxaty9ntntsfnw,a8c63b259623617565e53a9075485b6d,btv3cyqxxmbhyamekpgobbv18ljugqwd,4,4.2,Cash,No,Standard,81.98%,2022-09-06
tcpyps44we1d7dks0ji2zdetcyuiaryd,df8d286a408f36a497acec49dc963337,7ranp4j8cxuhpflbumg73mugizh5xdm8,6,4.3,Credit Card,Y,Express,14.93%,2022-09-05
m5v6na33gdpjvenoxl8zlscbh2f9cd9u,6e7d9c8ed6382e073f51cac98354a5b9,k96ilqasx4ec16fyf6pn1mxeo3ayjuaz,2,3.0,Venmo,Yes,Express,14.41%,2022-09-13
2x3fkmtyti16avmzk78h3fydp5fgz30c,2bd6bfa1be0b4f9991e8dc8e39760474,1kxdehaqvaq02qo6z0psrilkqfhqj55b,7,3.5,Cash,No,Express,5.82%,2022-09-09
z1onluwdfmc6qtyeuq7llhigvguj8pcb,91eb8ea9b3bc0615c0facf5abb7e9c54,j5wyqusrypskzpkkfovrcgzqxwcdnpfj,7,4.1,Bank Transfer,Yes,2-Day Shipping,92.9%,2022-09-15
0gctwjoxtpymv5njhufhiroiisg943ys,b8777d0e9c715d5ab3a23ccb7d216e36,s9o1tdzdnnnazitvdyxl31yitxl6lzwy,2,3.9,Bank Transfer,Yes,Next Day Air,15.03%,2022-09-07
htro6rqvi1xjhbthonn9dpcd0tfyqd68,b065f69fe41797636f7f230a7adb14e5,wb9zjztjyccsygjfinoooljqpzuiboxd,12,4.3,Venmo,No,Express,23.09%,2022-09-11
76mvebtuims8khpa6i4bhgttppujdbth,b92f467302d27d13d80de4f3778ace98,je1pmlgrn8wukdiajeehxqa8pjlvrrcm,7,3.4,PayPal,no,2-Day Shipping,9.94%,2022-09-14
0oj8q8swaqqqso6pkiob0zc7qogne26o,885a4553e05361094e88bca9837e3d24,pdmtdkky50t1ngxzjvkfvkwl0zdm2buw,2,3.7,PayPal,No,2-Day Shipping,24.12%,2022-09-11
fyagjwbz12lvmuz349a2ehv0iiocu3ve,f2554b1713d3629a996a35d4a788fdeb,ncpr7havtkzukzieziy4qmv9k2yrsnvd,4,4.6,PayPal,No,Free Shipping,48.73%,2022-09-10
ufnuvr62pu7tiwd0byzm9fo4xr1ji7uu,2b406a87f6e902b97e2c470333e4ff61,il2z36snwwf4wqpzyzdkeiwjrprr9ikp,5,3.8,Credit Card,No,Express,49.0%,2022-09-13
suzwuyta22tnsltdx5nxadrssgkbicda,3005f6d38a974a79add00796d86f9ef2,0nakuhm3mn8shjo9vn8duddg3329gxrn,10,2.7,Debit Card,Yes,Express,1.95%,2022-09-17
k4l7bz32xboacvsfqqu8oisuoeprwcx5,97e28e4e989cbced1a56902faaffca26,crxw9beiotg5fz6unq3rx8izwasi7xnw,7,4.9,Credit Card,No,2-Day Shipping,11.02%,2022-09-06
e3n8rnlr91iaazyjkybtuhjghh0mzkiu,697bb0e2d9161f73b74f2c31fb81faa2,v0ivvzzwpsoh18vbdgz3hrufhpuofxka,1,4.8,Credit Card,No,Next Day Air,12.07%,2022-09-22
ylghhfn7awc63a7kh0fishprmxwl1tak,4f1be082df63a2bb590e1ede6a4717da,hf2hq4t9lqzmnyekzyjlkiucmtxkujcb,6,4.9,Cash,Yes,Store Pickup,1.79%,2022-09-26
mwqeqhnsskdaw2oy5gz2sekes5hxphwz,3c4a7ec2753ba4f76786001d2ca2c9ab,gwdezvdloehnwp0fugchnf9h7ur0qfqh,16,4.6,PayPal,No,Free Shipping,19.09%,2022-09-13
5qzvsi9hz09d3plgvrzevgpramnxg3zx,0d03344cf5bbdc5aaade7cc09e6f15ea,qvldu3zf3wuxwxz3zapu8tmscndezaro,4,3.4,Bank Transfer,No,Store Pickup,14.39%,2022-09-22
woyoxwceiub7irw3pbsxynblhit0sics,a8046072a45f79ee8206a9f0a1252546,plo8ed81hth7rjrjn73cnhwzbxe1ikzv,8,2.7,Cash,No,Express,19.44%,2022-09-26
59kiz0rxkmxvw5ms2utul3exezoiu1rl,a92c667fcd0609620aa21f70d3d78643,re7nutx3gwjzatguyyhnunbbvzajsuej,9,2.9,PayPal,Y,Free Shipping,3.56%,2022-09-26
dzznrdoqcgioo9mnmnqq0yj9dokubshj,7424129380500542d0249e85acd8650a,jpagihevq1epptr0mff0kh2dotppvdsc,17,4.6,PayPal,Y,Store Pickup,19.01%,2022-09-23
jzl18i0iwwhgdq9ea889nbokgqbapiyf,135eb28eb79737354709dfc96a851b83,k5rp3eabcscqajy40sfhdfqlpmcrp4c6,6,2.6,Credit Card,Yes,Standard,94.27%,2022-09-18
xkuv49ygxwtwjthmlkoerzpwkecqbfhy,c4516bf26345dc3de65d173bfdc3416f,xafzn17qacbrwmzwc5ofh18i1nz7mfhm,4,4.3,Venmo,Yes,2-Day Shipping,20.46%,2022-09-02
2fg574cz0t2dpyomxjzybi0xvgxdqggn,2b0a33cd262ac1ee0cef29d672610674,dx9ekrq9t54odemrptlw26klkzlbaftq,3,3.1,Bank Transfer,Yes,Store Pickup,22.59%,2022-09-17
el5ara0cqvunvbm0pczhj5noc0uulrtj,4bd5cd35fa48c84fe4496e7862ae5560,w3jmt1owgwu8cg8i00rwobtjpbq6ysaf,5,4.2,Bank Transfer,Y,Store Pickup,9.03%,2022-09-14
3vocgwdda4y9rpe9hg9iatn3luxiruef,94d9702464ea6a75512882304362eadd,qibzvxzj9zlvxyfwtsiwiikpkceohrzh,6,3.4,Credit Card,Y,Express,16.95%,2022-09-01
cxe7rkcgi3zlurmxgdcxmt6mk6rlepj7,392b2107bf8291f3bc0e53203f1a4e3b,i68nmfkkd1issw4qrwno07fe5qctl4ij,5,4.9,Credit Card,No,2-Day Shipping,8.78%,2022-09-02
wqdatehaejvtwweftd5r8lvapckp779e,14d1f692f373457fdcf61d383da3e0ab,5udrlifbzophyt1gj99oj5n4fcj4zhh8,7,4.0,Credit Card,Yes,2-Day Shipping,16.07%,2022-09-28
hkatdvoyjgq45pfhwjcmqdo0ifuowkfy,fca2e28eaa439c6c2f429e56e0d16252,tlsef6lynf35bw06ikimvirojwhbndxn,9,2.6,Cash,Yes,Store Pickup,3.71%,2022-09-08
rekmiglswgoishi1mjsnn8othdts3sm0,09f2c379b2bf09fffab9927316967312,9humtclck6pupw69naeazvsphqvo5fnf,15,3.1,Venmo,Yes,Standard,28.79%,2022-09-08
uz3zqmknzyip1wgpvuvuxjkev7vmz6yt,16a81282050f963f0e40da8a99aaf85b,u3bxxp73s9omcat5mhjnmc5esaafenb5,3,2.9,Venmo,No,2-Day Shipping,15.76%,2022-09-09
ys3s8jjhmjtlsqcql31nvl6n4yxyziva,b74c20b27f26d7847f4b2e29c520eaea,yoznbgphacmz7pneyhe52tz0ou44lsux,6,3.2,Cash,no,Store Pickup,15.54%,2022-09-02
6mei5ciju7ove5pdxuylzem7onxvrflv,4a96c75e3ad9e9413f2efe3de38148b4,kvojdqkvpevqt88own4gyed8ebphjh0b,6,3.0,Bank Transfer,Yes,Standard,10.9%,2022-09-24
az4s64xbfweu1kz5l8ffbqqbfoda6xyh,b39bfbde356954c529066c736d5a979f,g74nqoiywbtxcuxm8aumfqlgk3nwsktd,9,4.1,Venmo,No,Express,12.4%,2022-09-25
rvuenh9jugicka0avvxfavp2nn8ucnwi,9a2ea6295a7c00921e5d2c017e233320,zbtivkh6eid8bgljehhmysmpiv4bua1z,12,4.1,PayPal,,Store Pickup,15.48%,2022-09-14
wleghbuo6x9uzu68g1yswwwsubjhcaom,1b36698f8cc4e9f6586b9fff8876d38b,lrnacidbxeztso1nkncrttcko9d2bdav,4,3.1,Cash,Yes,Standard,6.68%,2022-09-07
p3uscdys5tgbuqs4zh9t63mypwbjgd7u,7f2e86059002cb64ba83c4932e1f716c,zstkuotrmncuekdg5527miiprz4hwzxb,9,2.6,Venmo,Yes,2-Day Shipping,74.37%,2022-09-15
x2ydeo1g0wwznbeps4b6ajstplja9w5b,889e0bd6f5e2fe841c20b0598fd47c71,rrawiwdhaul7xfpncpdbyai4144kj6eo,8,4.2,Venmo,Yes,Free Shipping,15.03%,2022-09-04
zhtube5cvdtq6q0kcmetqstjwdjkrxac,7b92a255e9d4989b949b4a8c8a022f70,lywj9uwwaugru89hxbmm7cvonzofwigl,10,3.4,Credit Card,No,Store Pickup,9.35%,2022-09-29
rhj2xxugpivvhbja8nnzr0nxntkdlorp,216b5ccf245274404407a319e5b63311,6azz7do4skqndvkgkcaitkcfle6hiea4,7,3.4,Credit Card,,Standard,9.97%,2022-09-06
ha7piy8svzmrxizfqxhhwnvdb9bdu5x1,ef85397a0f65e2cbc4ef377b5a664515,gopvrejho35qqm6mnfy2hojullayl2lr,3,3.3,PayPal,Yes,Express,15.15%,2022-09-29
vx83pd8qmzr80yssoq376qewowb4po4e,2efb24558840733cac0e41d212683303,tlzefb7bnxkvtzxhzpkkyysc34guaczf,8,3.3,Venmo,Yes,Next Day Air,3.44%,2022-09-27
koymmo6aklg4lzdcwwd6ikphkmtixpwg,d3a6dddbd4c4e8be9b60eb5925e04577,dqiyflbrumh3u5ztcotk3vznnrahlcgv,7,3.4,Venmo,Y,Standard,20.7%,2022-09-05
nwdryuethpsnxk6emiel2ahjbjjrwapp,d03347e97891acb179bc9de861381401,othhxtrucrx2nuskdggvbfywtognjkht,9,3.1,Credit Card,Yes,Express,10.0%,2022-09-01
hnx6ooypnk69gfpn120ppiowqqrnlnxe,4e4ffd714c530a5e36472195e5a49ef1,8niqbwzmjgrjl5ootkkagb8owezbpqwg,17,3.6,Venmo,Yes,Standard,13.43%,2022-09-03
jjzoir0aapzhnqegyndfk56u27i9ehno,ae3b18a0e09c94f3efcc5bad44851f05,f815khfrjj3lrmva1n8yu1km8vovyfha,12,3.0,Bank Transfer,no,Next Day Air,15.9%,2022-09-15
ea24oblgfn0ls1ntxdcneprnaogxal9v,52be5df83e35e8eead95bf914d24f020,krhmkk36epa0oomzr4f9vlg8sgkrcdft,3,3.2,Credit Card,Yes,Store Pickup,63.23%,2022-09-28
fq5wnazcvxle4ifbdvfn9l16naogwdq5,3ffd7cfe57c9e5e7a0951e6e06f512c8,piuren9mekxceuquvmmjvjkycelotys4,6,2.7,PayPal,No,2-Day Shipping,13.24%,2022-09-12
srx5zkk5uqnmzhfcjnanju0lnmoj3ztq,6836e17af240a35a9a4c51587a2f1f73,byrinxfnh799nqfy3cztavxkqnnsb3j5,15,5.0,Bank Transfer,Y,Store Pickup,14.06%,2022-09-22
agq7yxrrt6spo7kjomfileohg8hauhxh,c8b3cd29605c96af3a868423ac952842,jw6gglzpcrtaff8jboellznbljizfr6r,5,4.3,PayPal,,Store Pickup,26.81%,2022-09-25
vtm6ahazcxmufkcnnissapulu03pjgkl,f63eed4be85daeb93517a159ff2fac95,k4pqsrogauyhsdz7efurbbj2oohqg0jv,1,4.0,Venmo,no,Free Shipping,16.35%,2022-09-12
a58ihfwmdnblnzzpdnjqauqafgfrengl,34f53c63a74f4289ac29356257d1e361,3ibybtwfrascljdwxe47duwqemkt59ue,9,4.7,Cash,Yes,Free Shipping,3.23%,2022-09-18
v8hlmp7bvacfwgppbcsdds9kb4efdj1f,e89407761e4b57f61e2119ecde32cafa,1kbzlnr0ahwdc79q4ozxuvaulaj5n2vw,9,3.1,Venmo,Yes,Store Pickup,23.53%,2022-09-01
vk9vz3gyvwbmsqrzna3we5xn6krbu0ah,5283f01c6ca40b56946647eea51905a5,bbo8xcubz0n0f9uhwypfgknp8bdqz3ow,12,4.2,Credit Card,Yes,2-Day Shipping,19.36%,2022-09-13
jap7bmhpwlisjp5uqvnetmgc8b1aytbf,6afb13447e44b246a8d5a8934d0d0685,nc9ilda7hbwcy6w5kvip1788ygsf7uwr,5,4.0,Debit Card,Yes,2-Day Shipping,13.42%,2022-09-04
k4b7pmmryvkwzzjnhthz1sao7cebeijr,74f5925c633c2c08c59194fe876dee0a,ghebuer0hllhgovuct1zjcp8upmbqyhf,14,3.0,PayPal,No,Store Pickup,11.02%,2022-09-22
ri3wk1vbq6gabd0blg04assnufggyjda,7465337229bc30e7a9b1d9baa9a36899,qzbzzlaqmqjtwxemqnrbzszkaxhziirm,9,4.5,Bank Transfer,No,Standard,7.26%,2022-09-09
cenhz0pfzuy1covm5rhatkyesblivjxk,3c57c190fc50e70744f9225d39f41f6d,s3jynbzw1kps75mqypqihxwe66394gvq,5,3.4,PayPal,Yes,Store Pickup,1.38%,2022-09-27
idtf1gwu8mdvu0lb4lgdvtgj9wwsjgdq,64a14094779bcd17795c51352807d6db,t8s6atlyw7ryzidqdugzdn4iplia380t,2,4.3,Bank Transfer,No,2-Day Shipping,24.24%,2022-09-04
7ndcyxhbyo750rxbwyavlrvysx7gicmn,8cf95d4b7d974e096b9a809ed83690ad,5kof0in7tgdng20kf5ogb48tdfryfumo,10,4.8,Credit Card,Yes,Store Pickup,15.24%,2022-09-27
igcm4cfyg9wi5435s8gtad2fmeyti8jt,a266e1d5053ce8a1fdc3c9e218cb6cdf,w4pqid8rdguebkipbgng9ytcfbr9ctfj,10,3.2,Credit Card,No,Next Day Air,12.96%,2022-09-10
7yxid1wrlknkbnqi5bo3rn4e33bymeah,73efb31e50f2a97587bbc63ab7e091bd,eodhzj9gfezoxxb3rryjz0q8ahnsaj9n,2,2.7,Cash,Y,Express,14.11%,2022-09-23
xagrnpholqtgz3zvr1hx0dicyrectcyb,b73d13658c446e08abec1f1f7d4dbf23,neofuhmpya1fukwcgslyxojjirbjdo7i,6,4.2,PayPal,No,2-Day Shipping,21.49%,2022-09-11
bluur49movgh0ichj48icggnwyrjfm9g,3b56dd2a0da42e866058761279d61c19,x7epi9kdcipq4ahxh94s93edoxiayu5m,5,2.7,Venmo,Yes,Free Shipping,7.76%,2022-09-15
ewef4w3ewlutjf98szguwkianvvoqg3u,844e1567ae5f95a6470b70b0976a1016,97qjndg3njsfns1oaf5gplladxgnynxe,2,2.8,Cash,Yes,2-Day Shipping,24.95%,2022-09-19
246rhnbyfwicj4resufnyrcpbbapzf8e,1f5b79decdacba7190ae458e43341625,zktougzhp6wdktsega0mm6b9kptgarrt,2,4.7,PayPal,No,Standard,4.67%,2022-09-26
dw0slnaloaxjz4yawmjpfz3o3htwndj0,a51c818af8c95667bdd6f852b8f698bd,tymo2yfy69oztjbfr5zrr8te8taoacyy,7,4.3,Cash,No,2-Day Shipping,15.64%,2022-09-13
mxwiq9qhlrbfcwu8azkpzbutfvgssphj,06a3ebcf95290dffdd777c75dd3e8359,h31xnja9rwn9ke4zer83ockahbyf4eqe,6,4.4,PayPal,Yes,Store Pickup,23.44%,2022-09-02
bzf0jx7tagtqzsucsn6519fb9l5qlamw,f4e5c1c366de996a239b2b6039c8ea7f,q8qud2xmxsavlqi5d5mmdwnbszlxopgk,10,3.5,Cash,No,Standard,30.3%,2022-09-26
c49t5oodab6syk1jeu3leywnhd8tvdic,82b4f7e0483cd32425769f915e97760a,3n4lfzdjkr1xu9o2vzvbskkcwzte1uyi,4,4.4,Debit Card,Y,2-Day Shipping,14.06%,2022-09-28
ziyxi0qdpg1qyuc3roax83ntr7yncmif,f86a067fd206f1e5cd46340888cc64e1,g3v00po2sv6zprlz1smrn1ravamesjhx,14,4.0,PayPal,No,Standard,16.39%,2022-09-16
gbizpxziknewiczcewzvo8mtgffkrfvx,cc26bee55b063505defb6dc919a20375,ikhz6pj57gihvau56lmvreirfrfg648j,17,2.6,Debit Card,No,Free Shipping,13.8%,2022-09-14
8sn07ah4n6mkswoziptfmesxqatfdfoh,eb9e3dfb0f1751527f4a581271604736,aogcvj60f4oi3mfwrymxk78wvmws7mrv,5,4.0,Credit Card,Yes,Store Pickup,23.13%,2022-09-12
uyuu6yfv7wrl4aeish4xbgqm2fxrpqen,c0be42a204a569262a9856b5755b4bd5,8xevkm02mwceqfctgzmfdjbcomn7gbgz,2,4.5,Debit Card,no,Free Shipping,18.99%,2022-09-08
jgescekaz4zx6qdstbgqullkpgckox0s,6ac74a25f73822338fac4e3fc255a12c,75gi7yr0ankg40p7kzbrxkyvwuiralbg,6,2.7,Debit Card,No,2-Day Shipping,16.16%,2022-09-15
nfk2uus2ghstelgxzyepvx694k4hgqj5,8938cd492c4c5e29c677e459af9d6515,kbts2vmldo1kl2kj29gfatuynphynfoj,18,4.5,Cash,Y,Next Day Air,11.42%,2022-09-28
ge3gjzo9xpdwd0ribx7gufggha6htzbf,82ba774dfdc099087d52198fb2375383,rivhxkehmvxnyd4cvyihfi3dp7h7sh3y,4,4.3,Venmo,No,Express,2.41%,2022-09-08
yd0eic3al0eabwlxni9upw1m0zivxhnv,d8891becd44ffb4eb7abbf552cb32e10,fueiivrz22dz9bd4i9jvani6xwui19ae,8,4.8,Cash,No,Next Day Air,92.56%,2022-09-04
o1sttfwdkyi8dbjvzh7iyww8yew8ydp9,596a6d44e896006ab05d2e27ee19ddcc,eikevah7nypv0ara80ofmq5769ig2llr,11,3.8,PayPal,No,Next Day Air,7.82%,2022-09-17
8tmdw8vpqebmk6r3hvf0mo2teodejaq7,7b867f2de7b0af89328c72300eb9a8d7,wdxgdpn4cdpfvkjntarse0ivfb32wjo4,3,3.3,Cash,No,Store Pickup,73.29%,2022-09-22
sf3wcni1yhvotshmcqwkbt7fwjywgv9a,8fccffd90a299e9b4523e3b26173e7c3,vsibshxhjx6tdoquxgndb1ooub3zxwk6,8,3.8,Debit Card,Yes,2-Day Shipping,16.04%,2022-09-11
zdop0aoktwx2ewj1abwkwy6sorsia7yi,fae65b04fb789a83efc454b9b2d26787,xfjzogfkbojucytobqelp52pfze5mg3h,9,3.4,Cash,Yes,Free Shipping,15.48%,2022-09-29
cncmtwn2r7rmihoig61fxmpoucjzndyu,d6f0483c916b9daffea1bc9e205ae4a8,vyzevwmu9jmykhoyysgxw0p7nwfumfd2,9,4.2,Credit Card,,Next Day Air,18.22%,2022-09-25
eiaofx0sg358uuzd0mstmpkrxprjklhn,ce999ed5df871d4dd27175a272265cf3,c3c2iy1dimbbqqmg6k2edgtowgxutr5c,5,2.7,Venmo,No,Standard,23.34%,2022-09-01
pm8hwj3sc54ye8sgkrzvewxmdrmwh6lw,f031b768d8edfc4c0f120149da81be6c,46ppsamcnt5d4ynaegglxf9bfhxjdlie,18,4.5,Venmo,No,Standard,5.55%,2022-09-09
qwjryrk4zyv4fkdnmmtcls1ijpql5gg2,7d12f3a9135c6d56feee7cc3eeebfded,smll7aty6sgshbwkugdzfsofylzdfaoi,10,4.5,Bank Transfer,Yes,Free Shipping,18.98%,2022-09-18
h0kw00fxwh3wdfb5nrqmd4s6ckmgjgkz,6aee074e7ace08e1a2de0103b688500a,ymm61gjizmfnodjpbmnxlrp9izl73ftb,16,4.0,Venmo,Y,2-Day Shipping,14.95%,2022-09-23
wz0hnwvlmcq9qefmrvlqwotwzvj4rmp2,adf305aab71b9cbb0e1b3ce38cd3b2fc,62ihpb8bn9fvffxstgknipdt19ni5tut,5,3.8,Credit Card,No,Express,0.75%,2022-09-11
51qworyospgulf4e5w6sinhohtdv6aus,9485955016fda60d55229c43dc13bb94,nnnzn239orjne1my2t10dgsauwge67nt,6,3.1,PayPal,Yes,Free Shipping,2.39%,2022-09-03
2ic9tmrscafav9w0ctuxhuxe4mlutef2,f8e9a0d61ea09d1dec36b6d9c413b112,2nbwca25589igdh2ji1qm8h40ihfwuul,4,4.5,Debit Card,Y,Store Pickup,5.62%,2022-09-13
gorwix0srpcjteeagc3bhnfizdct6xqy,f0012e7721cb2ad6f52f631fd6421482,nkwsabijaqamhoskzeyqjlclt2z6cwrw,6,4.4,Bank Transfer,Yes,2-Day Shipping,14.49%,2022-09-18
91zsmvhazfi0t4nb6f7acho2y2ih4dt6,dc72fbffcd56a7e3dfa3fa72682db6e3,5a0edgvgvjs7nojulod7gptwcf6aozud,8,4.2,Venmo,No,Standard,21.6%,2022-09-25
p3b6kun6vyzt2jc1kidq6wlmb6jvnnyl,0678767f2ff24c5c2330ed0d4456c199,qisqtznxr54tqn6whbzhz6c4gdnayfiv,6,3.8,Debit Card,No,Free Shipping,3.12%,2022-09-13
x81pqy5wx945akaqlepfr0wiboedefxv,5cac39834cd193bf5b1396c445bad6f1,xmo77rk0g6hqdsszwecn37dzmo2d1yx0,9,3.3,PayPal,,,36.6%,2022-09-06
kiir7xfkyqxm0tfm8rxicznl4oxag538,3f0c85ee1f51ca7c373b0cc1f71bb508,6bnbu1owxhziw5cgjepiji0gj9qrapcv,2,4.0,Debit Card,Yes,Standard,4.18%,2022-09-29
tbgfm3zxxdusl2dnrgsdci8sbqsiidyz,ff7df95aa116b021ee53620edee6a055,husemzb5ao1idvyuw5qu1zesizc48n0j,5,3.6,Debit Card,Yes,2-Day Shipping,16.38%,2022-09-18
quant57tfl4xskwwqtekotvgai3aghep,556b2f04bb6cb93451425ac2e871f733,vfzqorf29xnktmketluocogwfmranfwk,5,4.7,Bank Transfer,Yes,Express,5.34%,2022-09-15
otaudvdpnnzvitorxu7ljf0sv7mj5zv5,64aa98bc6c56c37355443544997adfaf,dgj36f2mfjz2fwgdvyzpvwhposfbmj75,1,4.7,Credit Card,Y,Free Shipping,11.07%,2022-09-14
f8yjws8onodkv1nwizyl8vlhbxgsubcd,ff34f7b7ba90ac12a9d7780f24a11c3f,ckdpziwuqncwj7jecbott19ec8ynhg96,2,2.8,Debit Card,Yes,2-Day Shipping,6.47%,2022-09-10
l7v3rvemfqpkg0uyiwhyh1bphqfjhm5p,57398da1f2f85ec636875ee5afd5b4a9,9rzmcgfwp9ndyjvdwgo0ieo961i9ejdv,7,4.2,PayPal,No,2-Day Shipping,11.87%,2022-09-17
1fnbix2ifwmlewgmencc1990v6i8o7g7,93bf72d7d42c33ee0878c07b997de732,9kahcacngi9zrprj2rfow0vxcstggjjc,5,3.3,Credit Card,Yes,Store Pickup,7.32%,2022-09-23
vntsfvtfbq07rdn95uqpbbfstc03nyul,9e12dbf3b089e9bd70f2fda4d717534c,nlnmzqqgmcey3is8nmp3elhpwduuml3s,5,4.2,Debit Card,No,Next Day Air,23.13%,2022-09-30
tkx1mewouw8flswgahqbqdrty8cfuheb,00ea4cdb9b79cf118513ecafe2e35114,dmzg07nhpk1fihkxtvsjepij2i13mqmp,4,3.8,Bank Transfer,No,Next Day Air,16.83%,2022-09-15
onzz3a4tsynqkwursfkxe2iuwayd5yjh,10477c86278953161048e8b8aea05402,342a41rlqc1jn6xhup6iiqxuz0t5prfu,8,2.8,PayPal,Y,2-Day Shipping,19.96%,2022-09-15
e8ahdoj4gxocjnlv23gfunlmjlxyaafa,e57ceebc1df18107ac1aaab0022087a1,burkn6ghkzhmuamvb1vkdk713mntwdi8,2,3.8,Debit Card,Yes,Express,13.81%,2022-09-24
yuhk1djrcn1avcpm048qev78z9pgtqon,a8a8d08c30e68dfd78c2553f84367ed8,ijmteopm9vdmk6szhdcbivvz2jm12pqq,16,3.9,Debit Card,No,2-Day Shipping,15.14%,2022-09-07
ivgqcexaeadjftrj89rjgugba7di83vz,67c5ad1b80a48100edd86b683ca6056d,slrhdhu5iieqxllhz3flws5liej5fjlg,7,2.6,Bank Transfer,Y,Free Shipping,14.09%,2022-09-22
hyb8b4vv1zddixwh1vizloke2t6kqiln,01eb9fd008be773f3299a73a30b6601b,vipx4brl6wvo64smpoxazspt9fuly2sv,4,3.5,Debit Card,Yes,Free Shipping,8.01%,2022-09-09
uedvboye9253bak1slvu9cvwsxxehpia,fb5005d5ea068d9b157bbaf45c842700,wsza5ikvqkgzayxs7e1ydar1zje9dlz1,4,3.0,PayPal,Y,Store Pickup,11.37%,2022-09-08
qua8qr9k2sxaujwscd5ah5lfvq1bba5i,719f35382335b2bc2301cda35020b00d,mq6a19suftodipeux4qhtyxyddjvesnf,1,2.5,Venmo,Yes,Standard,14.46%,2022-09-09
9pg2lqjwzoteqjmwlifendyanmqqvo44,a05de84278b18b416ff5e646fb009d22,vdlyok6zd1dibp7hdxayhnkzuxpnojhf,10,4.1,Bank Transfer,Yes,Standard,7.92%,2022-09-18
yqbnk6ewf4xnvzyeycdnifyh8gzyzqoq,95ec0ca919a13723cb3157149e63a3ca,mgmm9vylscftun2fzh63rrcpa1goacof,11,4.9,Credit Card,No,2-Day Shipping,11.1%,2022-09-28
mmh2ue5xe6cvfjl31rpgwg5i5bdqphte,76b7836536ba1b01123ad6b7bf6b0c7a,od6qhfbman7kg2oaydrlxblg6svrhrqf,5,3.3,Debit Card,Yes,Free Shipping,13.78%,2022-09-10
kwgnnhztoxjrylrnlzjcw0wchzravd7s,033530196851b71b35ecb470eaa07ef9,ixd6fynb5n8r0l3nphcimyjuky3q9es6,10,3.6,Venmo,Yes,Next Day Air,36.2%,2022-09-01
hehkem6pp6ciipsq6peqlvep3ybsj6te,1b444b550a57c645cda3428aa4ebab95,hqifpu2otawkcfesvtvqkbsutnu6egw4,1,3.2,Credit Card,No,Free Shipping,15.62%,2022-09-20
ovzetnsorlsdl9tirsq9ixexoukk51pe,19b2cb16986d3c5629eab9007cbb943c,dygxz0ekpuryuk3evu19eduhsomwwmm9,14,4.0,Venmo,No,2-Day Shipping,14.49%,2022-09-11
v6uyyy4wbuqkp9yjmqvi68q96bgylofh,8e6e36fce9fd8e34c048002b21167f1f,imukaxlilpfujnzwkck3sfjouoe9nsmh,5,4.8,PayPal,Yes,,3.26%,2022-09-13
gjehhhjealm7xqb7sv1tggvobakuqcvk,c2d1c9e32763663828fee454d5a523fb,kmmturqrefru0yfc2kavyltx5bht7fym,3,4.7,PayPal,Yes,Next Day Air,12.32%,2022-09-16
jwkrrufowsnc6gmsmah7qwhxsx4jgia3,248464849e322a52a76b9b743b95ba0f,jmsq6vvl1qxrpyyug8bhqukzxzdew2kv,9,4.4,Debit Card,No,Standard,22.97%,2022-09-15
sh972oonhicsqgtzjoceppozc5yzyui9,6a385f9231f08c62c519aae8ebf0329d,nujx3epwylxbhobuhnghsfjoljutwcs7,6,4.9,Cash,no,2-Day Shipping,22.87%,2022-09-10
n2jqjplvjujv1zu8xwghpwl1fxjdj8bh,7d94a6f12d36464044b440b46aaee711,p2ryuahtlirrqacu6b5cemwlw3iudtvd,2,4.7,PayPal,No,Express,0.42%,2022-09-26
9ye5uv2x4gzvfv0ilfumlqwtytprjk7o,4cefd112230c8bb73287595979fbdd48,dymspbfkjt5i3doa21utcvrzgacpcq1e,16,4.5,PayPal,No,Store Pickup,22.28%,2022-09-05
i1yijow04l6krjflpyjufn0qavqoq1xd,e219c4e0630e46779a6b332ea3d9f6ea,kg6esikawpbpshwyvt9dd9zethaagbmc,6,2.8,Debit Card,Yes,Free Shipping,5.61%,2022-09-18
uumjzmwjybx7fkkevddpon69jwnrpizh,6b721e1fc8ce11d1c1cec8b877ae8a9c,3z3qogdk04aexh1s7sj1kopgzk7qrh0u,6,3.9,Bank Transfer,Yes,Next Day Air,14.98%,2022-09-12
g78d8avsgwyn6wsymbrbfm17veecmbss,9330d2468d29ad35e1ae43dfd3314eb9,a9yfa5kj6j5iyupbddlrgv4vmirvklc9,6,4.1,PayPal,No,2-Day Shipping,15.01%,2022-09-05
